J2000_NAME,DEC_deg,RA_deg
J0011+2159,21.98651491388889,2.939665483333333
J0011+7045,70.7587849645,2.882928427833333
J0011-1434,-14.56795411222222,2.9185660405416662
J0012+4704,47.076316034,3.122095384458333
J0012+6551,65.85300654563888,3.1569611055
J0012-3954,-39.90723763269445,3.24962424175
J0013+4255,42.92348126666666,3.2552769375
J0013+774A,-999.0,-14984.999999999998
J0014+6117,61.29542845363888,3.703300604583333
J0015+0802,8.034502831555555,3.857724568374999
J0015+3216,32.270363696,3.775614264416666
J0015+7047,70.78615738611111,3.9625718166666655
J0015-1807,-18.123774036222223,3.89301887825
J0017-0650,-6.842620516666666,4.289071279166666
J0018+2921,29.35672151111111,4.551764058333332
J0018+2947,29.79199,4.61579
J0018+6434,64.57916415833333,4.535906554166666
J0019+1457,14.96054611111111,4.888332083333332
J0019+2233,22.55906690277778,4.863911112499999
J0019+6923,69.38520101388889,4.8710504541666655
J0019-1926,-19.434670277777776,4.780203749999999
J0019-2952,-29.882122222222225,4.853423749999998
J0020+0323,3.399466666666666,5.209364999999999
J0020+4304,43.07732156666667,5.208244770833332
J0020-2201,-22.019324722222223,5.215769166666666
J0020-3330,-33.5013003,5.041464841666666
J0021+7150,71.8391029025,5.261723958208332
J0021+7427,74.46026762777778,5.302131545833332
J0022-1853,-18.89301861111111,5.538620833333332
J0023+0552,5.87516,5.929042916666666
J0023+2539,25.654967066666664,5.845872595833334
J0023+2734,27.57532593333333,5.810575225
J0023+3754,37.90130100833333,5.9712298
J0023-1447,-14.783811344444445,5.859361024999999
J0024+2510,25.17808777777778,6.065911666666666
J0024+6801,68.03304410833333,6.018629695833333
J0025+1817,18.286690555555555,6.2695704166666655
J0025-3718,-37.30270143611111,6.3830812041666665
J0026+5432,54.54397208055556,6.656478366666666
J0027+2830,28.507526305555555,6.752422991666665
J0027+5958,59.98137765980556,6.763692399333332
J0027-0503,-5.064190555555555,6.771099583333332
J0028+0757,7.966473630416667,7.191626388124999
J0028+0828,8.474135197222223,7.223671808333332
J0028+2408,24.135573333333333,7.142543333333332
J0028+4829,48.48991003888889,7.1145998666666665
J0028+7506,75.1036247,7.054391633333332
J0028-1250,-12.848156713888889,7.132363345833333
J0029+3244,32.74744248325,7.387558872749999
J0030+0555,5.924141727777778,7.551112556541666
J0030+5904,59.07213894219445,7.681059261208333
J0030+7037,70.62779470902777,7.560053948416666
J0030-0000,-0.0020183333333333,7.532868749999999
J0030-0128,-1.4753467176111112,7.730285084208332
J0031+5401,54.03070072222222,7.75729395
J0031-1326,-13.449617591861111,7.763435360083332
J0031-1426,-14.438706681055557,7.985049122041667
J0031-3114,-31.24459162777778,7.969893895833333
J0032+0510,5.167084469194445,8.246949150708332
J0032+1953,19.89827071422222,8.159743315
J0032+3731,37.52290593888889,8.128912074999999
J0032+4152,41.88217555555556,8.089224999999999
J0032+4726,47.447523,8.193084954166666
J0033+2255,22.92367317777778,8.2611564125
J0033+4014,40.23684277777778,8.458701666666666
J0033-1921,-19.359203333333333,8.393250833333333
J0034+2126,21.44488832369445,8.570165002208332
J0034+3900,39.010419444444445,8.5099875
J0034-2945,-29.75254608055556,8.574195845833334
J0035+0104,1.075188888888889,8.80378375
J0035+4402,44.04136861111111,8.994178333333332
J0035+5950,59.834587500000005,8.969354583333333
J0035+6130,61.50854477636111,8.855460741208333
J0035-1611,-16.186345,8.953915833333333
J0035-2340,-23.671711519444447,8.928935399999999
J0036+1434,14.56767183047222,9.146287959958332
J0036-0259,-2.9991983,9.108111725
J0036-0932,-9.54143388888889,9.028567499999998
J0037+0808,8.136960252638888,9.384154931
J0037+1109,11.164144733416666,9.3585059385
J0037+1238,12.638855277777775,9.46200125
J0037+1625,16.421484200000002,9.453873729166666
J0037+1922,19.379316944444444,9.367582083333334
J0037+5509,55.1573175,9.497851579166667
J0037+6236,62.60925125,9.2680455
J0037-3344,-33.7451151845,9.370268526874998
J0038+0013,0.2268072222222222,9.535455
J0038+5035,50.59050947691667,9.618390009125
J0038-0117,-1.289570833333333,9.7052925
J0038-0121,-1.365169952777778,9.716938054166665
J0039+0319,3.3312713888888887,9.827426666666666
J0039+4900,49.00921523975,9.945828582166666
J0039+6556,65.93791972222223,9.756785833333332
J0039+7443,74.723392925,9.953167295833332
J0039-1854,-18.90155777661111,9.820519012999998
J0039-2220,-22.333744166666666,9.784204583333333
J0040+4050,40.83464638888889,10.057541249999998
J0040-1227,-12.46280826111111,10.034122237499998
J0040-3243,-32.72439596244445,10.073086305833332
J0041+1339,13.657646276555557,10.321712340916664
J0041+5034,50.56862656666667,10.481025820833333
J0042+2739,27.663711183333334,10.648569179166666
J0042+2931,29.52374021111111,10.690222766666665
J0042-2034,-20.57992275555556,10.743960549999995
J0042-2505,-25.093510355555555,10.61479238333333
J0043+1105,11.09166502777778,10.766282220833332
J0043+1753,17.885091666666668,10.830248333333332
J0043+3426,34.44058138888889,10.953512916666666
J0043+6122,61.36745413888889,10.9164387875
J0043+7344,73.7361478388889,10.994298025
J0043-0443,-4.716842777777778,10.892177916666666
J0043-1116,-11.268698611111112,10.952778333333333
J0044+2858,28.976059152777776,11.0897944875
J0044+6803,68.05074609580555,11.211498385916665
J0045+1217,12.2866125,11.430585416666664
J0045+4555,45.92090922036111,11.250142234999998
J0045+5348,53.80252804722222,11.425710354166664
J0046+0443,4.724947483638889,11.552329575
J0046+2028,20.46798555555556,11.622199166666666
J0046-2631,-26.531792443166665,11.557400609791666
J0047+0847,8.793000360916666,11.813250661999998
J0047+1601,16.024365,11.97518875
J0047+1705,17.084346944444444,11.822687916666665
J0047+2017,20.29150413611111,11.790842620833333
J0051+5120,51.34548428888889,12.967391604166664
J0052+1349,13.829727669444445,13.191680474999998
J0052+1633,16.55012293838889,13.150684966541665
J0052+2921,29.35107777777778,13.143535833333331
J0052+4635,46.58465972222223,13.099247083333331
J0052+4721,47.36630796944445,13.184193074999998
J0052-1617,-16.287823813888892,13.062553616666666
J0053-0727,-7.458228137972222,13.402148800041664
J0054+3842,38.70396722222223,13.557317499999998
J0054+6811,68.18643773891667,13.573423882791666
J0054+7053,70.89906062933333,13.573687668291663
J0054-0437,-4.617586111111112,13.71926125
J0054-1953,-19.88361169238889,13.637285294625
J0055+2855,28.917573333333333,13.93336083333333
J0055-1217,-12.29919371711111,13.799094089583331
J0055-1543,-15.73007003888889,13.796989341666665
J0055-2148,-21.80642611111111,13.891407499999998
J0056+1341,13.687709819444445,14.061734095833332
J0056+2631,26.52353388888889,14.2296
J0056+3142,31.70255627222222,14.09421795
J0056-0936,-9.6082925,14.083668749999998
J0056-2117,-21.285589722222223,14.134481666666666
J0056-3941,-39.6956675,14.08381
J0057+0150,1.8423971194444448,14.4224775125
J0057+0805,8.093586309361111,14.328193487916664
J0057+4059,40.99875166666667,14.267645833333331
J0057-0052,-0.8751761111111112,14.258564999999995
J0058+3902,39.03570975277778,14.6347496
J0058-1140,-11.680700833333333,14.63489125
J0058-1829,-18.49362619038889,14.655275844916664
J0058-3234,-32.5724306875,14.509292973666666
J0058-3347,-33.79930393113889,14.5651741965
J0059+0403,4.050622975,14.85553263333333
J0059+1121,11.361594191666669,14.996802954166665
J0059+5812,58.20657862372222,14.96753742220833
J0100+0745,7.76428,15.086609999999997
J0100+1958,19.97554823611111,15.22690412083333
J0100+6808,68.13903640163889,15.215266214458332
J0100-0055,-0.9299463888888888,15.24245208333333
J0101+1538,15.643935,15.40034458333333
J0101+1639,16.661375980694444,15.490498064249998
J0103+4239,42.6598954,15.916885804166665
J0103+4658,46.972367419444446,15.817263508333332
J0103+4959,49.99123388888889,15.815376249999998
J0103+5337,53.620355277777776,15.858158333333332
J0103-1222,-12.37892660763889,15.93837071325
J0105+1553,15.894781333333333,16.462678708333332
J0105+3928,39.47092305555556,16.28831583333333
J0105+4819,48.31755357527778,16.45803398958333
J0105+5125,51.42960570625,16.37316045558333
J0105-1828,-18.4794775,16.362821666666665
J0106+1300,13.000723439444444,16.63898536620833
J0106+1951,19.850711580722223,16.719296802666666
J0106+2325,23.4194208,16.695817470833333
J0106+5118,51.30627278333333,16.53199939583333
J0106-2358,-23.968225441666664,16.6902729625
J0106-2622,-26.38210120277778,16.640936562500002
J0107+3548,35.80300305555555,16.941043749999995
J0107-0012,-0.2119730555555555,16.771344166666665
J0107-1211,-12.18984388888889,16.799103749999997
J0107-2408,-24.14815583333333,16.945727916666666
J0108-1623,-16.391136994444444,17.249549912499997
J0108-2157,-21.96076565583333,17.08272559025
J0109+5624,56.41633005,17.38548114583333
J0109+7403,74.05697794166666,17.417402862499998
J0109-3854,-38.91554535686111,17.32416379654166
J0110+1346,13.776822708333334,17.533398879166665
J0110+2906,29.10828898611112,17.542005929166667
J0110+5632,56.53804140966666,17.739804031749998
J0111+2351,23.86563476111112,17.996352391666665
J0111-2010,-20.17832435,17.857032849999996
J0112+0257,2.9605604459722223,18.07102165783333
J0112+4437,44.61879915,18.0543514125
J0112+4549,45.833176988888894,18.211890866666664
J0112-2959,-29.98741425277778,18.17467045833333
J0113+2742,27.713282222222222,18.37534833333333
J0113+2745,27.750372777777777,18.322197916666667
J0113-0630,-6.514593333333333,18.31769
J0114+0208,2.135940797222222,18.53272985
J0114-2419,-24.329077039138888,18.73886030925
J0115+0356,3.945361944444445,18.91879875
J0116+2422,24.381590157055555,19.15861526175
J0117+2334,23.575433611111112,19.37359875
J0117+8928,89.47999729722223,19.31846658333333
J0117-1725,-17.430062777777778,19.347682916666663
J0118+0916,9.277579722222224,19.60030708333333
J0118-0850,-8.849714708333334,19.68406733333333
J0118-2351,-23.865426666666668,19.525971666666667
J0118-4059,-40.99404636111111,19.53943438333333
J0118-4102,-41.04187494444445,19.688652125
J0119+5148,51.80097001944444,19.940927879166665
J0120+2256,22.943521419444444,20.13903389583333
J0120-0308,-3.134880744444444,20.186501283333328
J0120-0626,-6.446709722222223,20.05846875
J0121+0957,9.966628663333331,20.42810366508333
J0122+2536,25.60415511944445,20.669893525
J0122+3133,31.56118162222222,20.713335741666665
J0122-0655,-6.92715245,20.704023166666666
J0122-0733,-7.560079475,20.724488379166665
J0123+1653,16.890329811111112,20.993720529166666
J0123+3606,36.11378516388889,20.83343545
J0123-0348,-3.8109206330555554,20.899061409249995
J0123-1049,-10.817097613888889,20.919728266666663
J0123-1926,-19.44025731388889,20.8633047125
J0124+2116,21.283046388888888,21.15610625
J0124-0625,-6.416925555555556,21.210357916666663
J0124-1532,-15.544095005555556,21.223907370833327
J0125+2739,27.650881388888887,21.330154166666667
J0125+3153,31.88734893333333,21.42929073333333
J0125-0438,-4.637208946027777,21.402068477416663
J0125-2549,-25.817885790805555,21.328489371166665
J0125-3718,-37.31398550833333,21.309281779166664
J0126+5430,54.51484333333333,21.7291975
J0126+6543,65.72374257777778,21.5408453875
J0126+7046,70.78121829058333,21.532681749416664
J0127+7323,73.3868542965,21.7696513625
J0128+2117,21.29108538055556,22.1162051625
J0128+4404,44.0751325,22.108455
J0128+7928,79.47948083333334,22.036941666666664
J0128-0340,-3.669308333333333,22.16342458333333
J0128-1643,-16.73149722222222,22.06966208333333
J0128-1722,-17.373403426861113,22.00580300558333
J0129+3102,31.04959777777778,22.34103333333333
J0129+3436,34.616307444444445,22.43114854583333
J0129+4751,47.86299638888889,22.493845
J0129-1631,-16.532800180555554,22.36040828333333
J0129-3219,-32.32533678888889,22.395891233333334
J0130+2241,22.691635277777777,22.66523583333333
J0130+2608,26.135663075,22.59804412083333
J0130-0635,-6.589474588888889,22.697658441666665
J0131+0033,0.5559813888888889,22.8871475
J0131+0418,4.300253786111111,22.783042925
J0131+1413,14.221374716666666,22.871655904166666
J0131+5545,55.75360583333333,22.80760333333333
J0132+2216,22.280648664388888,23.01282828475
J0132+3044,30.73535194444445,23.09446583333333
J0132+5620,56.344547172750005,23.085197232875
J0132+5928,59.47602222222223,23.17931583333333
J0133+2006,20.10013280277778,23.407136104166664
J0133+3822,38.383156675,23.429378804166667
J0133-4430,-44.512101485916666,23.2535987675
J0134+6925,69.41969430816667,23.669838724375
J0134-1202,-12.043956944444444,23.604001666666665
J0134-2702,-27.049256747222223,23.728407616666665
J0135+3531,35.52258510555556,23.758416754166664
J0136+3124,31.408951463888886,24.073075891666665
J0137+5814,58.23647833333334,24.46031833333333
J0138+2248,22.80238138888889,24.50477208333333
J0139+0824,8.407403419722222,24.98830727854166
J0139+1647,16.794216972222223,24.7621122125
J0139+2431,24.52239,24.936476666666664
J0139+3927,39.46521055555556,24.75727291666666
J0139+5835,58.59528502777778,24.79658397083333
J0140+0254,2.912386108333333,25.18161624166666
J0140+4435,44.59270914166667,25.1657360375
J0140+6346,63.76858077922222,25.17949112429166
J0140-1556,-15.933853325,25.19960910416666
J0140-3756,-37.94605877694444,25.153418824374995
J0141+3833,38.5528694,25.4930901625
J0141+3923,39.39142416666667,25.4906475
J0141+7307,73.12849695,25.329357829166664
J0141+7506,75.10784944444444,25.252586666666662
J0141-0930,-9.500496156027776,25.408082075625
J0142-0544,-5.733766769444444,25.6619888
J0142-1633,-16.55199888888889,25.68858833333333
J0142-1714,-17.24317343888889,25.59752465
J0142-2711,-27.19036788986111,25.584068486666663
J0143+4915,49.26155131591667,25.945333254166663
J0144+2705,27.08419943683333,26.139807704291663
J0144-1758,-17.97470267222222,26.14567613333333
J0144-3938,-39.63625717008333,26.225390006625
J0145+3857,38.96169899444445,26.3717348375
J0145+5810,58.1804976925,26.309577229541663
J0145-2138,-21.637221644444445,26.309016991666663
J0146+1630,16.515367861111113,26.57930847083333
J0146+2110,21.17344009680556,26.744932321041663
J0146+4606,46.10497051666667,26.610517158333327
J0146+4745,47.7652969,26.62978715833333
J0146-1540,-15.680835880555556,26.720442487499994
J0146-2727,-27.461263888888887,26.66787625
J0147+4859,48.993752930527776,26.90739608508333
J0147+5840,58.67915863055556,26.943920209916666
J0147-2358,-23.971428802777776,26.900179524999995
J0148+0927,9.456386054138887,27.171814750375
J0148+5202,52.03475805555556,27.084735416666664
J0149+3628,36.47573307222223,27.441988266666662
J0149-0733,-7.5547567777777775,27.39181800833333
J0149-1225,-12.426997183333333,27.2748102
J0150-1458,-14.97178388888889,27.60359958333333
J0151+0540,5.6761135777777785,27.757674354166664
J0151+5454,54.91046959772222,27.901190309916664
J0151-0922,-9.37992,27.83135958333333
J0151-1719,-17.331959579583334,27.95020576983333
J0151-3606,-36.10490888888889,27.864346666666663
J0152+1836,18.609599744444445,28.17339159583333
J0152-0629,-6.498802883333333,28.126225325
J0152-2635,-26.598357216666667,28.05018418333333
J0153+3942,39.70991423888889,28.2716212875
J0153+7517,75.29525638888889,28.28075666666666
J0153-1906,-19.11574622775,28.256296326166662
J0154+1113,11.231872079222224,28.501659956958328
J0154+4433,44.56054527777778,28.72694583333333
J0154-0234,-2.5815891666666664,28.594995
J0155-1443,-14.721510667583331,28.888510332041665
J0155-2514,-25.24000416666667,28.82029916666666
J0156+7538,75.63687861111111,29.10161875
J0156-0419,-4.322900833333333,29.058269166666665
J0156-2412,-24.214587777777776,29.1237975
J0156-3043,-30.71944722222222,29.215566249999995
J0156-3935,-39.599500391666666,29.155451454166663
J0157+0011,0.1901346033055555,29.293895402208328
J0157+2113,21.22195133611111,29.42456015
J0157+4732,47.53429194444444,29.38477583333333
J0157-1825,-18.41686080555556,29.430327904166663
J0158+0101,1.0258119444444445,29.71987833333333
J0158+1655,16.929810694,29.740320030041666
J0158+2124,21.411885567611108,29.500449924916666
J0158-1413,-14.218643994055556,29.682165017
J0159+1438,14.647159444444444,29.97780208333333
J0159+5751,57.865995741666666,29.856685154166662
J0159-0304,-3.0795701444444448,29.9325294875
J0159-2740,-27.67729444444445,29.93064916666666
J0200+2157,21.950223541666663,30.031763495833328
J0200+3935,39.58355194444445,30.22091833333333
J0200-4010,-40.1828625895,30.049329241749994
J0201+2344,23.74864421666667,30.290949666666663
J0201+6237,62.63253410833333,30.4707516125
J0202+4205,42.087870284833336,30.68188875083333
J0202-0017,-0.2967527777777777,30.559551666666664
J0202-0223,-2.389145525,30.717594299999995
J0203+4846,48.77319871388889,30.93899356666666
J0203+5411,54.19934017275,30.944405592791657
J0203+7232,72.54824093005556,30.889103987291666
J0203+8106,81.10366954166666,30.78279593874999
J0203-0615,-6.260220555555556,30.92925291666665
J0203-4349,-43.83088584002778,30.91959243925
J0204+0903,9.063684257,31.14483051591667
J0204+4141,41.69783944444444,31.191149325
J0204-3328,-33.48068171283334,31.119433790166667
J0205+2105,21.08362626111111,31.43333530833333
J0205+2952,29.86802732777777,31.295492325
J0205+7522,75.36895670175,31.407945244291668
J0205-3444,-34.73588331211111,31.48129204170833
J0205-3946,-39.77075191944444,31.3714940375
J0206+0047,0.7894839861111111,31.713210470833328
J0206+3222,32.370210658333335,31.67518955416666
J0206-2212,-22.205460150166665,31.583639877749995
J0206-3024,-30.41622444444444,31.68014708333333
J0207+6246,62.770018803527776,31.762569827791665
J0207-2402,-24.03394610166667,31.889163710041665
J0208+0814,8.24496246261111,32.00947940195833
J0208-0647,-6.792358613888889,32.081501225
J0208-2650,-26.83857731727777,32.093149539375
J0209+4449,44.829544722222224,32.32137041666666
J0209+6437,64.62382511461111,32.399950368125
J0210+0812,8.206674653277776,32.654410286541655
J0210+1921,19.362383333333334,32.68949624999999
J0210+2249,22.83212571111111,32.73473374166666
J0210+4305,43.09712048055556,32.532277162499994
J0210-0505,-5.092160555555555,32.55056958333333
J0210-0633,-6.559288333333333,32.72251708333333
J0210-0737,-7.622415314666667,32.56887047129166
J0210-1444,-14.749727894583332,32.59658509066666
J0211+5058,50.97468105861111,32.78320290245833
J0212+1402,14.049726723277775,33.03961327908333
J0212+2726,27.44350065555556,33.019122808333336
J0212-4436,-44.60161185277778,33.04597362916666
J0213+0925,9.422701506472222,33.432858431916664
J0213+2012,20.20623106944444,33.255741479166666
J0213+8717,87.29131292888889,33.491028108375
J0213-0018,-0.3041413888888888,33.254794583333336
J0213-0501,-5.017398055555556,33.29901541666666
J0214+0157,1.9508488888888889,33.64907458333333
J0214+2635,26.599727777777776,33.69604958333333
J0214+3918,39.31084644166666,33.60312110416666
J0214-0120,-1.3399597333333333,33.63909713333333
J0214-2113,-21.22467697477777,33.66959710283333
J0214-2438,-24.637678775,33.7321106875
J0215+0524,5.407098608111111,33.97921152533333
J0215+2000,20.016207969444444,33.77422085833333
J0215+5109,51.16123094722222,33.79604892916666
J0215+7554,75.91472597777778,33.82460305
J0216+0300,3.0033072222222224,34.001915
J0216+1806,18.109496844444447,34.13553207083333
J0216+4331,43.52616210386111,34.17430834783333
J0216+4437,44.62872142241667,34.07154866454166
J0216+5512,55.20126978611111,34.11147487916666
J0216-1017,-10.284166313416666,34.16198282166666
J0217+3123,31.39127863888889,34.405456904166655
J0217+4202,42.03879138888889,34.4055225
J0217+6554,65.914918325,34.334801862499994
J0217-3507,-35.126314444444446,34.347259583333326
J0218+2433,24.56482833333333,34.52457541666666
J0218+3549,35.83326319444445,34.62008087916666
J0218+3640,36.67849444444444,34.70850833333332
J0218-0923,-9.394005833333331,34.643257083333324
J0219+2445,24.755718055555555,34.75169416666666
J0219+3328,33.48086955,34.87610651666666
J0219+4806,48.11079460588889,34.861150134999995
J0219-1842,-18.710763137666667,34.83817400399999
J0220+1652,16.87460815302778,35.00316160208333
J0221+2809,28.15061439722222,35.34691465833333
J0222+0952,9.877172387166668,35.56503474904166
J0222+3051,30.86051180277778,35.51545164166666
J0222+3731,37.52099814444444,35.564421966666664
J0222+5848,58.80387307777777,35.639669570833334
J0222+7338,73.6376588888889,
J0223+3912,39.21424609722222,35.86831330833333
J0223+4621,46.358508147222224,35.974873529166665
J0223+5413,54.225920555555554,35.85054583333333
J0223+6307,63.12147363530556,35.87336269470833
J0223-0205,-2.085537269888889,35.80433554254166
J0223-2824,-28.414265930555555,35.77321294583333
J0224+7004,70.07664443611111,36.0952313375
J0224+7655,76.93171202500001,36.2249861625
J0225+3710,37.17437388888889,36.36386333333333
J0225+6614,66.24804361944445,36.42814593749999
J0225-2603,-26.05522143611111,36.295373196083325
J0226+2311,23.190336875,36.630288675
J0226-0552,-5.877366847222223,36.66678706666667
J0226-3041,-30.692308280555554,36.60035717083333
J0227+8206,82.10878185833333,36.8924879625
J0227-1737,-17.622674444444446,36.767705416666665
J0228+4212,42.20095682152778,37.051946921
J0228+5005,50.09972500866667,37.00194033220833
J0228+5419,54.318926492638894,37.107048608625
J0229+0851,8.857020375,37.31472913333333
J0229+7112,71.20517027777778,37.30639875
J0230+2159,21.985583741666662,37.517893333333326
J0230+2736,27.61451888888889,37.66213458333333
J0230+4502,45.03541443402778,37.70799721529166
J0230+8141,81.69163023944445,37.5448659615
J0231+2606,26.1060025,37.75624261666666
J0231+4342,43.70843194444445,
J0231+5046,50.77782490833333,37.956868941666656
J0231+5722,57.37757706666667,37.909076525
J0232+2313,23.222497466666663,38.042360383333325
J0232-0601,-6.033284119444445,38.08312334583332
J0233+0229,2.4903205555555554,38.45501708333333
J0233+4930,49.51330361111111,38.253854166666656
J0233-1009,-10.156933383333334,38.30480920416666
J0234+1832,18.548714688222223,38.51405285945832
J0234+2324,23.413005,38.67955958333332
J0234+3844,38.74860571944445,38.61840113333332
J0234+5446,54.7730414,38.65364231249999
J0235+0849,8.818493333333333,38.94622875
J0235+1304,13.0766192655,38.95987154008333
J0235+7505,75.08874263888889,38.88637094166666
J0235-3817,-38.29846055555555,
J0236+3338,33.64346833333333,39.21795291666666
J0236+3612,36.211187925,39.15950155416667
J0236-1307,-13.133162038777778,39.040128680958325
J0236-1506,-15.114680352777777,39.04348359583333
J0237+0919,9.317123023,39.41887180649999
J0237+1116,11.270965983,39.306623458875
J0237+3022,30.38328279302777,39.34100689170833
J0237+4342,43.70116357666667,39.25504698104167
J0237+5658,56.98301931388889,39.44209743333333
J0237-2623,-26.398096150527778,39.31984067779166
J0238+0705,7.093456186111111,39.58276605416666
J0238+1533,15.55626021325,39.58287753175
J0238+2554,25.90198694444444,39.72454041666666
J0238+4635,46.588926944444445,39.64753375
J0239+0700,7.002424461111112,39.93024110416666
J0239+1327,13.460693055555556,39.86347249999999
J0239+3206,32.115202525,39.9074866
J0239-1006,-10.10793469722222,39.89804095
J0239-1348,-13.812048911111113,39.85842407916666
J0240+2222,22.381870513888888,40.19957510416666
J0240-0504,-5.078389428694444,40.23405312770833
J0240-1156,-11.9429575,40.04504958333333
J0240-1450,-14.847955397222222,40.04308884999999
J0240-3701,-37.01948895555555,40.16736124583333
J0241+0625,6.41698638888889,40.48720875
J0241+0844,8.738040555555555,40.27567333333333
J0242+3226,32.434378536111105,40.5301186375
J0242+5209,52.15108115277778,40.5472123
J0242-1616,-16.27723611111111,40.58655041666667
J0243+1115,11.2615851705,40.8235811855
J0243+5009,50.158681413888885,40.92639447916666
J0243+7120,71.33830665180555,40.878713839375
J0243-0512,-5.216202777777778,40.79745708333333
J0244+0809,8.163484722222222,41.18062333333333
J0244+6527,65.46461973333334,41.1549826625
J0244-1101,-11.017243166666669,41.0139854
J0245+1047,10.789679444444443,41.30614374999999
J0245+1620,16.343765080805554,41.293578600625
J0246+1823,18.39168861111111,41.54925833333333
J0246+2622,26.37616845,41.6818884875
J0246+3411,34.190736011805555,41.629927643625
J0246+3536,35.61055498088889,41.58781789333332
J0246+3701,37.02861388888889,41.53203666666666
J0246-0451,-4.853036944444444,41.70471499999999
J0246-2935,-29.584978656083333,41.589422736125
J0248+2602,26.03494353611111,42.03724896666666
J0248+2919,29.321502916666667,42.10482372916666
J0248-1631,-16.529551619416665,42.03221759354166
J0248-2229,-22.491552394444444,42.24122313749999
J0249+0749,7.822320141666666,42.46631761666666
J0249+5108,51.13907275,42.34329542083332
J0249+8435,84.59917527777777,42.45138624999999
J0250+2121,21.355650125,42.73588414583333
J0250+5629,56.49317388888889,42.698303333333335
J0251+2807,28.12808868611112,42.75675556666666
J0251+4657,46.95478972222222,42.75364291666666
J0251+5616,56.272089815,42.97761719325
J0251+7226,72.4488463888889,42.90564375
J0251-2937,-29.62056058611111,42.7704604625
J0252+0826,8.436825022222223,43.06881071666666
J0252+1718,17.311857957527778,43.03216125754167
J0252-2933,-29.562955691666662,43.14578065833333
J0253+1805,18.09514575286111,43.39534265345833
J0253+2832,28.537839444444447,43.29882625
J0253+3601,36.018513480555555,43.34604908333333
J0253+4509,45.16504265555555,43.426278625
J0253-0124,-1.401506666666667,43.31502541666666
J0253-0230,-2.502741666666666,43.42079333333333
J0253-0931,-9.521235391666668,43.30709662083333
J0253-1200,-12.007778400666666,43.348684839208325
J0253-2142,-21.70325783333333,43.37961956666666
J0253-2343,-23.72302609444444,43.48155752499999
J0253-2719,-27.32429305555556,43.29013583333332
J0254+0056,0.9394302777777778,43.65828166666666
J0254+1642,16.709712925694443,43.57547292741666
J0254+3334,33.57898558055556,43.5752691375
J0254+3625,36.431082777777775,43.50018375
J0254+4115,41.262826813888886,43.59091829166666
J0254-0225,-2.4232116666666665,43.57952791666666
J0255-1412,-14.207870277777776,43.93411958333333
J0256+1334,13.576484738083334,44.14576938704167
J0256+4436,44.60609541944444,44.1563814875
J0256-0453,-4.895416111111111,44.21008333333333
